review,label
Điện thoại gì mà tệ thế,0
ghét thế,0
chán thật,0
chả ra gì,0
Trải nghiệm không được tốt,0
không tốt lắm,0
Dùng thử mà không ưng,0
không hay,0
Không hiểu sao họ lại ra sản phẩm này,0
Vô cùng tệ,0
chẳng ra gì,0
Màn hình quá tệ,0
Màn hình không được tốt,0
Tôi ghét dòng điện thoại này,0
bảo đảm nhảm nhí,0
không ra gì,0
quá chán,0
treo đầu dê bán thịt chó,0
ghét thế,0
chả ra gì,0
không hay,0
chẳng ra gì,0
chán thật,0
Điện thoại này quá chậm. Tôi thấy họ phải cải thiện nhiều thứ hơn nữa,0
Mạnh nhưng pin yếu quá,0
máy asus ít dòng quá. hỗ trợ lại không ngon. thôi cứ mấy ông đứng top mà phang cho lành bụng,0
"Asus làm không tới thì đừng làm nữa, cấu hình máy thì cao mà chạy thì như hạch!",0
chứ pin yếu như iphone mini thì thua luôn đó,0
pin máy quá yếu,0
Công nhận mấy con Nokia giờ chán thật.,0
"Nokia không có gì đột phá. Nhất là khi xiaomi, oppo, hw nó hoành hành. Giờ thêm Vsmart tôi thấy nokia càng tụt hơi",0
"Nokia giờ chỉ là cái tên thôi, có còn chất gì đâu, phải công nhận mấy hãng tàu càng ngày càng làm đt ngon, sau này android chỉ còn ss và tàu thôi, sony, lg, gg làm đt cho vui.",0
Chậm và lag nhiều. Rất chán.,0
"được phút mốt là chán, vì chả làm dc việc mấy",0
Ứng dụng xịn nặng thì tương thích kém không tiện.,0
"Nhắn tin Văn bản không hoạt động. Do sự cố phần mềm giữa Nokia và Sprint, khả năng nhắn tin văn bản của điện thoại này không hoạt động với hệ thống của Sprint và sẽ không hoạt động cho đến khi có bản vá phần mềm",0
Điều duy nhất làm tôi khó chịu là các trò chơi,0
tôi đã có điện thoại hơn hai tháng nay và vẫn chưa nhận được các phụ kiện miễn phí được cho là đi kèm với điện thoại,0
vỏ máy tệ hại! ,0
Nhược điểm của chiếc điện thoại dễ thương này là vỏ máy. Nó được làm bằng nhựa rất yếu và bị nứt trong vài tháng.,0
"Chậm, khó chịu, dễ hỏng, nặng và cồng kềnh ...",0
"Một số vấn đề: * tiếp nhận tầm thường. * khá cồng kềnh và không hấp dẫn. * cảm giác rẻ, làm rẻ, vật liệu rẻ. * không dễ nhìn thấy màn hình dưới ánh sáng mặt trời. * tuổi thọ pin thấp. Tôi sẽ đi vào chi tiết một vài điều. Tôi nhận được sóng ổn định trên điện thoại này. Đó là sự tiếp nhận KHÔNG TỐT.",0
"Chiếc điện thoại này khá lớn so với những gì tôi mong đợi từ một chiếc điện thoại hiện đại, không có camera. Trong một chiếc ví nhỏ, nó chiếm rất nhiều chỗ. Điều quan trọng hơn là điện thoại được sản xuất với giá rẻ và mang lại cảm giác rẻ tiền. Nó được làm bằng nhựa khá mỏng manh.",0
Điện thoại ngu ngốc ĐỪNG MUA DỊCH VỤ ngoài,0
Sự cố của tôi với nextel không dừng lại khi tôi hủy dịch vụ của mình.,0
Cái này là một sai lầm,0
"Có hai nhược điểm nghiêm trọng đối với thiết bị này, cả hai đều liên quan đến kiểu dáng thanh kẹo. Đầu tiên, tất cả các nút đều lộ ra ngoài, vì vậy bạn rất dễ vô tình nhấn vào một nút. Thứ hai, màn hình dễ bị trầy xước. Cái này bị xước nên khó đọc dưới ánh sáng mặt trời",0
Có vẻ như nó không hoạt động với thẻ SIM AT&T hiện có.,0
Cần cung cấp Điện thoại mà không đi kèm bộ sạc và không có thẻ sim.,0
Điện thoại ngừng hoạt động,0
Chiếc điện thoại này đã khiến tôi thất vọng có thể đi kèm với pin bị lỗi.,0
"Tôi đã có một chiếc điện thoại có vấn đề ... Tôi biết nó nói rằng nó đã được sử dụng, nhưng dang, nó không nói rằng nó không sạc.",0
trông nó thật thô kệch,0
Nó quá to so với tay người cầm,0
màn hình bị lóa ,0
Cổng sạc bị lỏng.,0
"Điện thoại có vẻ tốt nhưng không sạc được, phải mua pin mới. Tôi vẫn không thể sạc được lâu nên tôi đã chuyển nó vào thùng rác. Mất TIỀN, tôi sẽ không bao giờ mua lại từ người này nữa! !!!",0
Tôi thực sự thất vọng về điện thoại và dịch vụ của mình. Tôi đã mất điện thoại hơn một tuần trước.,0
Pin cũ và đã quá hạn sử dụng vì hầu như không sạc được.,0
tôi thất vọng về nó,0
Chỉ là ... không tốt.,0
Công nhận mấy con Nokia giờ chán thật.,0
Mình thấy khá giật,0
không ngờ hồi đó Samsung làm máy xấu kinh khủng.,0
Một trong những điện thoại có cổng sạc không tốt.,0
Pin chết trong vòng chưa đầy 24 tiếng,0
Không thể kết nối với mạng,0
"Hoạt động ổn trong một thời gian bây giờ mỗi khi tôi chạm vào mặt sau, nó sẽ tắt",0
tiếp nhận điện thoại kém với các cuộc gọi đến,0
trông nó thật lạc hậu,0
"Ngay sau khi mua nó, nó lại không khởi động được.",0
sử dụng khó ,0
nó không làm việc,0
"Cáp sạc to, cứng, thô, cổng usb trên củ sạc chưa hợp lý gây vướng víu khi căm sạc. Lỗi sạc không vào mặc dù báo đang sạc, mua 1 cặp, 2 người sử dụng, cùng 1 lỗi??? Quá tệ!",0
đang gọi điện thoại thì bị tắt nguồn.. bật k lên .. sạc k lên..,0
phí sữa chữa quá mắc.,0
Tốc độ máy khá chậm. Ko cài được chuông tin nhắn theo ý thích.,0
Mất sóng liên tục. Sai lầm khi mua Vsmart .mất niềm tin với hàng Việt Nam .......,0
"Được tháng đầu sài mượt tháng thứ 2 sài chả ra gì vứt luôn, sai lầm khi tin tưởng hàng vinsmat live",0
Mới mua còn dc mới sài 2 tháng mạng lắc kg chơi ji dc.ủng hộ hàng Việt Năm nhưng sài rất ức chế,0
Màn hình ám vàng.vân tay trong màn hình thì lỗi mà ko bằng note 7 .sóng kém...nói chung thất vọng vô cùng,0
"Mình mua máy này là một ngày trưa sử dụng gi mấy nhưng PIN quá kém. Rất thất vọng ,mất niềm tin vào một sản phẩm của Việt Nam tin cậy rồi.không thể tin nổi.",0
"Bắt mạng cực yếu, cách mô đun mạng có 5 mét là đã không bắt được nữa. Pin tuột rất nhanh",0
Bắt wifi kém máy nhanh sụt pin. Ngồi ngay cục wifi dk có 1 cột sóng sài đề nghị khắc phục ngay,0
"Cứ thỉnh thoảng lại có chuông báo lăng nhăng, cực kỳ khó chịu, trong khi tôi chỉ muốn để chuông lúc nhận cuộc gọi",0
Dòng máy này có ai bị lỗi thỉnh thoảng bị quảng cái chèn vào đôi khi vào đọc báo tự nhiên lại chở về màn hình chính ....!,0
rất là tệ tệ hơn chữ tệ nếu có số 0 tôi cho 0 sao chứ đừng nói 1 sao cấu hình quá kém hay lỗi khi xem 1 vấn đề rồi lại kg có tai nghe nữa chứ mau hết pin chụp ảnh trước rất mờ,0
"Lần đầu tiên thấy máy hết pin sập nguồn, đến lúc cắm sạc k lên lại đổi cho máy cạn pin quá. Chả hiểu máy kiểu gì tệ kinh khủng",0
"Máy ảnh thì nhờ nhờ, system thì lộn xộn thi thoảng còn đơ, giao diện và icon xấu, thao tác quá nghèo nàn ko tiện cho việc vuốt tay tí nào. Đc mỗi cái mã. Thất vọng con live 4",0
Tệ nhất các loại máy sử dụng.pin tụt nhanh .snap 675 lag kinh có mà chơi.ae đùeng mua,0
"Sau vài tháng sử dụng vào mạng ko chơi game nóng máy kinh khủng . Lúc sạc cũng nong máy , khỏi động lại thì hết nhưng đến lúc sạc thì lại bị nản",0
"Máy tồi không bằng hàng tầm giá 2 tr của trung quốc.liên tục bị đơ lag,chơi game ko mượt mà",0
"Vân tay quá tệ, nhiều quảng cáo không mong muốn tự nhiên xuất hiện, nhập mật khẩu xong thì lại phải đánh dấu tik, nhận diện khuôn mặt nếu thiếu sáng là k mở đc, dùng ức chế",0
Kém ..tệ hại...rất kém...ai muốn mua thì nên nghĩ lại...rất tệ...này thì ít chữ.,0
"Thật sự thất vọng, trong 1 tháng hư 2 cái điện thoại! Muốn ủng hộ hàng VN, nhưng cuối cùng VN vẫn chỉ là VN! Đt người ta ngâm nước cũng không sao đt này lau qua thôi cũng hư!",0
"Không kết nối được TV, phát wifi yếu, có được pin xài đỡ hơn cùi bắp, chụp ảnh chuyển đổi các mục xử lý chậm.",0
Máy 4000  nhưng rất nhanh hết .rất tệ............................ Vv..........vvv.....Vv,0
"Kém, quá kém, số vs dt khác kém quá, ko biết nhận xét gì nữa vì quá kém",0
quá kém hàng sai không trơn tru sài khoảng 20 phút thì máy nóng sai lầm khi mua nó,0
sản phẩm quá tệ,0
rất tệ,0
cực kỳ tệ,0
Nó trông rất tệ tôi không hài lòng,0
nó quá đắt,0
giá sao đắt đỏ thế,0
đắt giá,0
đắt tiền,0
hoạt động không tốt,0
tất cả đề không tốt,0
"Máy lag, mở khóa vân tay chậm, pin hao nhanh làm học sinh mua cái máy về để lên mạng đọc sách học onl không chơi game nhưng máy lag và hao pin kinh khủng ",0
"Vân tay mở nhanh mà bạn, một chạm là mở được ngay, pin dùng 8 tiếng hêt 50% là hao đó hả bạn.",0
Đổi 3 lần rồi mic nói làm người nghe nghe không rõ. Đổi nhiều cảm thấy ngại luôn. Đổi điện thoại khác thì bị mất 20% 😥😥😥,0
Máy chơi hơi nóng lên. Pjn đồ ổn chưa thấy j thất thường đc gần 1 tuần..,0
"Có máy nóng không cho 1 sao, riết tào lao. Con hỏi bố trên đời này cái đồ điện tử nào chạy mà không nóng,đến bố vận động coi có nóng không? Đánh giá tào lao làm nhiều người lầm tưởng.....cần coi lại.",0
Camera quá tồi!,0
tiền nào của đó bạn ơi! tôi thấy máy ổn trong tầm giá,0
Mua 1 tuần.pin có vấn đề.đang kiểm tra lại.nếu đổi  còn khác mà vẫn vậy thì thật sự tệ,0
"Mua máy ngày 18/10/2019 đánh giá thực tế như sau, mình đã dùng rất nhiều máy chạy Android rồi (Oppo, Xiao Mi, Huawei,Vivo)  và đây là lần thứ 2 sử dụng samsung, có lẽ Samsung chỉ làm tốt ở phân khúc cao cấp thôi chứ phân khúc giá rẻ hay tầm trung máy của samsung rất chán",0
"Nói về A20s bản 32Gb ROM + 3Gb Ram: Máy mới nhưng thường xuyên xuất hiện tình trạng giật lag, Camera cực kém, Nhận diện khuôn mặt phản hồi chậm và nếu không nhìn thẳng với máy thì xảy ra trường hợp không nhận diện được khuôn mặt. Màn hình tạm được, Nói chung theo quan điểm của mình thì tầm giá dưới 9 triệu nên cân nhắc sản phẩm khác thay vì SAMSUNG, mình sẽ đi trả máy và cần nhắc sang thương hiệu khác :(",0
"quá chán. Ram 3g mà không chạy được gì hết đứng máy, văng liên tục. Thua xa cái j7 2g cùi còn chạy 1 lần 2 acc chơi cả tiếng mới văng 1 lần. Cái này mới mua mà chạy 1 acc văng miết. Cam thì xấu. Quét mã QR cam kéo dài hình ra không nhận được mã QR. Hiện tại không thể sử dụng quét mã được. Wf yếu. Sóng đt,4g yếu.",0
Quá thất vọng mới mua 3ngay cảm ứng thì không nhạy còn bắt wifi thì quá tệ  thua cả thần Nokia 3.  Mà tui mua 2năm trước hai thần để cạnh bên nhau thần a20s bắt wifi không nổi thần Nokia 3 thì chạy ầm ầm nhìn mà mắt cười khoảng cách xa khoản 20m đến wifi chán thật,0
xài tệ lắm hả bạn,0
Máy dùng nhiều lúc lag rất tệ. Khuyên thật lòng không nên mua.....................,0
Máy quá dở tệ.màn hình đơ liên tục.chất lượng quá kém.yêu cầu sam sung lên xem xét lại.chắc từ nay trung thành dùng ip,0
"Mua được mấy tháng máy giật lắc kinh hồn, đơ màn hình không nhắn tin hay nhận cuộc gọi được, bảo hành về được 2 ngày lại bị, sam  càng ngày càng kém",0
Sản phẩm ko chất lượng .Sài mới mấy tháng mà đã bị đứng máy ko bấm dx gì ht ,0
"Chụp ảnh lấy nét chậm, dùng chưa đc 1 tháng thì gọi lúc nghe đc lúc không cố dùng sau 8 tháng thì máy đơ màn hình vuốt không được. Không ngờ tệ đến vậy. 😡",0
"Chỉ được pin trâu ngoài ra mua phí tiền. Xài 2 tháng mà lag kinh khủng, camera chụp hình chỉ có màu xám xanh. Xài khoảng 5 tháng mỗi lần mở màn hình phải chờ 1 phút màn hình mới sáng. Mua vể mới thấy hối hạn thật sự",0
Máy mới mua thì dùng cũng tạm nhưng chơi game thì ko mượt . Đến bây giờ dc hơn 2 tháng thì chỉ dùng dc 1 tý là bị đơ cảm ứng phải tắt màn hình đi bật lại mới dùng lại dc xong 1 lúc chỉ vài phút là lại bị như vậy . Quá chán cho 1 sp ,0
Nói thật chỉ muốn đáp cái máy đi luôn .ừ thì biết là rẻ tiền nhưng ít ra những ứng dụng thông thường phải mượt mượt 1 tí .người khác gọi đến chờ hiện số lag quá trả kịp ấn nghe luôn lại phải gọi lại .,0
"Màn hình lag cực mạnh, cắm tai nghe thì tự động bật chế độ lắng nghe giọng nói, có lúc âm lượng tự giảm về 0. nút thoát về thì có lúc nhấn mà không hoạt động, đứng sát cục wifi ( wifi nhà chỉ có 2 kết nối rất mạnh) mà điện thoại cứ xoay vòng vòng. Chơi game mà đơ kinh. Camera trước thì phải nói là tật sự rất tệ. Lần đầu cảm thấy hối hận khi mua nó. Thật sự rất bực. Sam Sung mình dùng hiều rồi mà cái này khiến mình thật sự thất vọng",0
"Máy có lẽ rẻ tiền nên chất lượng như cùi bắp, mới mua 1 tháng hư sạc, cảm ứng lác giật kém nhạy, máy ram 3Ghz nhưng chạy nhiều ứng dụng là đơ, wifi thì khỏi nói nếu ai đang dùng, nàm ngay modun mà chạy chỉ muốn vứt máy. Nói chung nếu giá 4tr mua con này về tiếc tiền lắm mọi người, thà mua hàng TQ chính nhãng còn hơn vừa ngon vừa bổ vừa rẻ",0
các bạc đừng ai mua máy này tôi khuyên thật sài 1 thời gian máy xuống dữ lắm cái thứ 1 hao pin cái thứ 2 chụp hình không được rõ bị mờ và thiếu ánh sáng thứ 3 khi call hoặc nói chuyện dt người nge không nge rõ cái thứ 4 vân tay lúc được lúc không thứ 5 máy hay bị đơ đơ và lag ,0
"Lỗi phầm mềm , sạc pin ko vào , đem ra bảo trì thì cài lại máy ._. Vẫn ko hết lỗi , mua quả máy 4tr100k ram 3gb về để chơi pubg lag vãi chưởng ",0
"Máy mình mới mua về dùng rất hay bị chạy quảng cáo và nhảy vào các trang khác ,máy mình dùng mới mà cũng bị đơ ",0
"Máy mới mua chua dc 1 tháng , cắm tai nghe máy loạn phím âm lượng  , sai lầm chon mua sản phẩm này",0
"Máy cực tệ .Chơi giật lag liên tục mặc dù là mới mua, lướt web thì đơ đơ lâu lâu tự out ra lun.. Cam thì quá tồi lấy nét quá chậm ",0
"Máy đơ liên tục đó, loa cuộc gọi bị hỏng, có được bảo hành không ad? Sao máy này tù thế?",0
"minh mua đc 2thag. Cảm nhận thấy thất vọng vs giá 9trieu nhưng loa rè. Cụ thể là loa ngoài. Đầu bên kia nghe đc lúc ko. Xài máy 2h thì bịn nóng máy. Bắt mạng kém.Mình mua cái máy m51 này : tháng thứ nhất bị lỗi cục sạc, sạc không vô pin, đem lên bảo hành đổi cục khác về sạc lại bình thường, đến tháng thứ 3 vẫn bị lỗi cục sạc tiếp sạc vẫn không vô pin. Máy đã xuất hiện những lỗi nhỏ, thật sự thì mình cảm thấy máy này không ổn.Mua về thì máy bắt sóng dt, wifi yếu, máy nóng, và rất dễ chóc si, sài đến tháng thứ 5 thì sạc pin hết vào, gởi đi bảo hành mang về sạc 100% pin xài chưa đến 7h chỉ zalo ko xài ứng dụng nào khác.Camera ko đc ổn, hiệu năng chơi game ko ổn định, chỉ đc cái pin. Trãi nghiệm sau 6 tháng dùng là ko cảm thấy hài lòngMới mua 4ngày cảm nhận tệ bắt wifi yếu, sống dt sim MobiFone mà o thành phố vậy mà sống lúc có lúc không chập chờn chán nản 9triệu mà tệ quá,mong duoc giúp đỡ Mua được mấy ngày sử dụng gọi thì bên kia phản ánh nghe bị rè, tiếng được tiếng mất.  Mong được hỗ trợsau khi cập nhật lên android 11, máy nóng, sạc lâu hơn trước, nhanh tuôt pin, hiệu xuất chậm, máy hay bị lag, Zalo sử dụng bong bóng Chat thi không dùng đc camera.",0
"Camera sau cho chất lượng ảnh không đẹp.Mua máy ngày 23/4/2021 xài đến nay là 15/5/2021. Lúc đầu mua máy dùng thì rất ok, dùng liên tục khoảng 11 tiếng mới cạn pin. Sau đó thì máy thông báo update lên Android 11. Mình đã nâng cấp và kết quả là máy tụt pin rất nhanh bà có hiện tượng nóng máy khi chơi những game nhẹ và xuất hiện hiện tượng bị loạn cảm ứng. Tôi thực sự rất thất vọng về Samsung.Ok tạm thời thấy máy khá ok   tuy nhiên hơi nặng 😃😃Sau 5 tháng sd dù đã đôi ba lần cập nhật phần mềm nhưng lỗi bắt sóng vẫn không khắc phục đc. Sóng wifi và dd rất yếu, nhiều lần mất hẳn, khởi động lại vẫn vậy. Thấy thất vọng về spcho e hỏi máy moi mua 3 hom sao sac pin nóng máy qua 38,39 do , e do kiem tra pin chỉ còn 6800 trong khi máy mới dang lẽ 7000kiểm tra ở đâu thế ạMới vừa mua hôm nay luôn ,máy sim 1 không nhận , gắn vào ô sim 2 nhận mai ra phản ánh. Mua tại tgđ cong hòa",0
"Tại sao xem video, ảnh  ở tin nhắn mess   hoặc  xem story ảnh hạy bị mờ ??? Giải thích dùm  đi",0
nó tệ quá mức,0
"K biết lâu sẽ ntn moi mua ve nt nó cứ bị out ra. Vào game k đc phải khởi động lại mới vào đc. Mới xài mấy tiếng mà thấy chưa hài lòg lắm . Không biết dài kaau ntn. Đag bấm đánh giá cũg bị out raMua đc 3t sạc pin dt và cục đều bị nóng. Bàn phím hay bị chạm,Ko nhạy, pin 7000 mà sd cảm thấy bt ko đc trâu như mong đợiTốt nhất đừng mua máy này đợt trước em mua 1 máy dề bị lỗi mic song trong tg bảo hành em được đổi lại máy mới.nhưng sau 1 tg đổi máy mới vẫn bị lỗi mic nói chiện ngta không nghe rồi còn thêm lỗi sạt lúc nhận lúc không cộng thêm khe sim không ổn định nữa nói chung trong tầm giá không nên mua máy nàyTui mua sam sung M51 cái gì cũng tốt chỉ có bật loa ngoài là tệ nghe ko rõ mà ở nhà ai cũng nói đt cái loa bật lớn ko nghe vậy mà khi đi bảo hành n ta text cái loa nó ko rõ. Lỡ rồi mất mẹ niềm tin chán tầm 9tr bùnMới mua được 10 ngày xài pin 7000 như pin 4000 .xài 20% pin là đt bị nóng ,giờ làm sau để khắc phục  cảm thấy hơi thất vọngMua được 1 tuần. Xài wf các ứng dụng đơn giản không game nhưng máy vẫn nóng và tuột pin nhanh. Vân tay lúc đc lúc không. Làm sao để khắc phục ạ?Trải nghiệm sau 3 ngày mua máy:",0
Ngày đầu ok. Sóng máy wf 3g mạng rất ok cây sóng đầy 4 vạch,0
Ngày thứ 2 phát hiện lổi kết nối bluetooth quá kém. Tay nghe kết nối đc tầm 10m mà máy này đi mấy bước xa là nhỏ lại ko còn nghe âm thanh nửa,0
Ngày thứ 3 máy còn được 2 vạch sóng. Bật 3g nhắn tin quay tròn tròn. Wf khoảng tầm 10m bắt ko nổi nửa,0
"》》》》》máy quá kém so với giá tiền. Wf 3g mạng sóng rất yếu kết nối củng ko tốt. Thêm vân tay như bỏ đi vậy khi ăn khi ko. Lời khuyên cho bạn nào có ý định mua để sd chỉ để chụp hình và lâu sạc pin thì hãy mua máy này. Còn có nhu cầu khác thì nên suy nghỉ lạiMình mới mua 2 tháng mấy mà call of duty đang chơi thì bị tối màng hình ko mở lại được bực mình vô cùng. Mặc lưng ngoài sao bông đóm đóm.Tôi khuyên anh em , ai mua máy này xem sóng chỗ nhà mình có tốt không vì rất yếu , còn chơi game đơn giản như quân thì dễ bị ném lắm . Như tôi vài lần rồi. Sản phẩm  mọi chức năng đều ok..nhưng  sau khi sử dụng được 4 tháng thấy lớp võ nhựa ngoài dẽ phai màu . Chỗ phai màu chỗ không..không biết khắc phục bằng cách nàoCho 1 sao thôi cảm ứng kém chơi game thua oan, bấm toàn bị nhầm, bấm 100k thành 10mMình mua máy chủ yếu để chơi game .dung lượng pin 7000 mà cảm giác tầm hơn 4000 làm tầm 10 trận là đihơn70% pin để điện thoại 1 đêm dù đã tắt mạng mà vẫn tụt vài % pin ..khá thất vọng con nàyMình mới mua máy tại thegioididong được mấy ngày mà lúc mua đặt mật khẩu máy tại thegiodidong nhưng lúc về nó không nhận mật khẩu báo sai mật khẩu. Nhân viên đã rest lại máy giúp mình nhưng lúc rest lại đã đặt mật khẩu được vài giờ đồng hồ lại báo sai. Như vậy mà vẫn không được đổi mới khác mà đã xóa pass đặt lại. Dù giờ cũng ok nhưng đôi khi cũng báo sai. Mình mang ra thegioididong thì lại nhập ok nên k được bảo hành báo lỗi gì. Mình rất là khó chịu về phần này.",0
Về phần vỏ thì vỏ lưng quá kém. Không va chạm gì để xuống sàn gồ gề 1 chút đã xước rồi rất là buồn..,0
Về phần pin thì ok nhé rất trâu.,0
"Sản phẩm sử dụng tạm được, tuy nhiên mặt lưng quá dễ xước mới xài có vài ngày mà xước rất nhiều, máy to dày và nặng. Pin ổn nhưng sạc hơi lâu đầy tầm gần 3 tiếng. Nếu được chọn lại sẽ chọn máy khác. sao gọi zalo với messenger nghe không rõ . nói gần thì còn nghe được chứ nói xe thì bị vỡ tiếng .k thu được tiếng động xung quanh .như kiểu mic thu kém hay lỗi gì đó .thất vọng !",0
"Bị lổi sạt lần 2 . Đả dc đổi sạt 1 lần Mong dc tư vấn đổi sạt lần 2 ! Con lại tạm okMình có iphone 8 plus 64g muốn đổi dt samsung này mình cần làm ntn?Đt để 4 camera sau mà chỉ có một cái ngang đèn les là sử dụng đc.loa thì có cảm giác như bị rẻ.sóng sim 2 yếu chỉ đc 2 cột Mỗi cam 1 chức năng.vd xóa phong,góc rộng ...vv.chứ ko phải chụp là 4 cam hoạt động hếtxài điện thoại nhiều camera mà không biết tác dụng của từng cái tiềm hiểu kĩ rồi hãy đánh giáPin tốp. Như bắt song mang kém lắm wf kém hay mất sóng khởi động lại máy mới được .trải nhiệm 15ngay roi.Me too ! Thấy mà Tứccho e hỏi máy moi mua 3 hom sao sac pin nóng máy qua 38,39 do , e do kiem tra pin chỉ còn 6800 trong khi máy mới dang lẽ 7000Quá thất vọng về máy ss m51. Sau khi máy tự động nâng cấp phần mềm thì xẩy ra hiện tượng bị giật. Và lag. Sử dụng mạng không được ổn định. Chỉ được cái ưu điểm là pin trâu. Cấu hình bằng với A70 mà hiệu suất thua A70 quá nhiều.Quá thất vọng về máy ss m51. Sau khi máy tự động nâng cấp phần mềm thì xẩy ra hiện tượng bị giật. Và lag. Sử dụng mạng không được ổn định. Chỉ được cái ưu điểm là pin trâu. Cấu hình bằng với A70 mà hiệu suất thua A70 quá nhiều.Sau khi update Android 11 , ngày nào không sử dụng pin không tụt được 10%, quá proTrả lời cho bình luận của Lê Kim",0
"Mình là con gái và mình cũng ko có  mặc quần jean, tây các kiểu nên ko bỏ túi quần làm cong điện thoại nhé bạn Đạt (cmt bài mình). Và  Bên phía tổng đài của TGDĐ đã thừa nhận sai sót, xử lý phí và  bảo hành cho mình rồi. Mình ko phải trả phí gì hết.",0
" Rõ ràng là mình ko sai mà, mình cũng cám ơn bộ phận CSKH đã lắng nghe, tiếp nhận  khiếu nại của mình, chứ mình tức ko ăn ko ngủ nghỉ bán hàng luôn vì rất ức, chỗ mình đặt niềm tin mua từ máy lạnh, tủ lạnh đến đt mà gạt mình sao ko tức. ",0
"Mình xin gửi lời cám ơn đến quý Lãnh Đạo TGDĐ đã xử lý khiếu nại của mình, mình đánh giá cao cách quản lý, điều hành của quý công ty. Mình sẽ ủng hộ tiếp khi có nhu cầu. ",0
"Sản phẩm tốt, dùng 4g cả ngày đa tác vụ vắt kiệt pin mãi k hết. Nói chung sạc 1 lần 1 ngày dùng thoải mái. Loa không to lắm nhưng đủ vang k nứt âm. 8gb ram nên các tác vụ xử lí ok. Dùng 3 năm nữa ok. 5g và tần số quét 90hz cũng k cần thiết cho lắm. Nói tóm lại vừa túi tiền. Mình mua ngày 30.11 giá hơn 7tr5 1 tý (giảm 20%). Ok ngonSử dụng thấy mọi tác vụ đều rất ổn. Phù hợp vs nhu cầu cá nhân. Tuy nhiên pin luôn báo là đang tìm hiểu cách sử dụng, dù mình đã thử khởi động lại vẫn hiện như thế 🙄",0
"Có ai bị giống tui hok, trong mục DCIM ngày nào cũng có file ảnh .png 0b ko. Chán quáPin trâu, máy mượt, nhanh, màn hình trong rõ nét, camera chụp đẹp. Mình vô cùng hài lòng.",0
